ENCFF	ChIP-CellLine	TF-Target	Enh-CellLine	Total_Bin_Size	Enh_Bin_Size	Rand_Bind_Size	TotalPeaks	PeakOverlap	PeakOverlap_Rand
ENCFF018HWM	K562	ZNF7	K562	2959575	15496	25000	15463	3932	115
ENCFF018TNP	K562	PRMT5	K562	2959575	15496	25000	2067	255	27
ENCFF019NGO	K562	ZNF253	K562	2959575	15496	25000	1093	325	9
ENCFF019SZJ	HepG2	GPBP1L1	K562	2959575	15496	25000	47	2	1
ENCFF020XNM	K562	SNIP1	K562	2959575	15496	25000	2166	663	19
ENCFF021JCJ	K562	ZNF12	K562	2959575	15496	25000	8006	1594	86
ENCFF021NPR	HepG2	ZBTB7A	K562	2959575	15496	25000	12766	1346	101
ENCFF021YBN	HepG2	ZBED4	K562	2959575	15496	25000	16570	2200	112
ENCFF022GRJ	HepG2	BCLAF1	K562	2959575	15496	25000	50	0	0
ENCFF022KBD	HepG2	RCOR1	K562	2959575	15496	25000	4634	808	33
ENCFF022KBK	K562	CEBPB	K562	2959575	15496	25000	27136	5683	250
ENCFF022QCK	HepG2	HNF1B	K562	2959575	15496	25000	33596	3959	261
ENCFF023IFO	K562	NFE2	K562	2959575	15496	25000	40556	4634	331
ENCFF023JGT	K562	HSF4	K562	2959575	15496	25000	3000	1315	31
ENCFF024BHX	MCF-7	OVOL1	K562	2959575	15496	25000	22830	2153	192
ENCFF024LQZ	HepG2	ZNF737	K562	2959575	15496	25000	4897	680	27
ENCFF026PPP	HepG2	AFF4	K562	2959575	15496	25000	6926	1021	54
ENCFF028OBL	HepG2	SMC3	K562	2959575	15496	25000	33582	2356	304
ENCFF029RBI	K562	SREBF1	K562	2959575	15496	25000	2851	960	25
ENCFF031NTF	K562	MEF2A	K562	2959575	15496	25000	6412	2115	46
ENCFF032ZPF	HepG2	TAF1	K562	2959575	15496	25000	17287	2317	131
ENCFF034ASW	HepG2	ZNF335	K562	2959575	15496	25000	15193	2445	134
ENCFF034RYJ	HepG2	ZNF629	K562	2959575	15496	25000	31593	1839	271
ENCFF035OPG	HepG2	HNRNPK	K562	2959575	15496	25000	25269	1318	219
ENCFF038WQY	K562	C11orf30	K562	2959575	15496	25000	56467	5776	479
ENCFF039JSN	HepG2	THYN1	K562	2959575	15496	25000	3462	482	34
ENCFF039TWK	A549	ESRRA	K562	2959575	15496	25000	2796	481	17
ENCFF041YZV	HepG2	NFRKB	K562	2959575	15496	25000	1603	346	6
ENCFF042SUM	HepG2	ZNF766	K562	2959575	15496	25000	13032	1847	98
ENCFF043NUC	MCF-7	PKNOX1	K562	2959575	15496	25000	28200	2271	226
ENCFF044VTI	HepG2	RORA	K562	2959575	15496	25000	2578	285	21
ENCFF044XYZ	HepG2	ZXDC	K562	2959575	15496	25000	9359	1314	78
ENCFF045CFL	K562	ZNF274	K562	2959575	15496	25000	3153	878	22
ENCFF048BKZ	K562	SRSF3	K562	2959575	15496	25000	1806	519	14
ENCFF048GXO	HepG2	MYNN	K562	2959575	15496	25000	5579	991	43
ENCFF048HNT	HepG2	AHDC1	K562	2959575	15496	25000	26868	2223	219
ENCFF049BWK	HepG2	E2F1	K562	2959575	15496	25000	11834	2006	93
ENCFF049ISU	HepG2	ZC3H8	K562	2959575	15496	25000	9675	1576	71
ENCFF049MDN	K562	ZNF764	K562	2959575	15496	25000	2881	766	38
ENCFF050KYT	HepG2	ZNF512B	K562	2959575	15496	25000	9652	1090	72
ENCFF050QMU	HepG2	SRF	K562	2959575	15496	25000	7165	1014	60
ENCFF051FNO	K562	PML	K562	2959575	15496	25000	20659	6528	155
ENCFF052BXQ	HepG2	RNF2	K562	2959575	15496	25000	12038	1784	92
ENCFF052NNP	HepG2	NBN	K562	2959575	15496	25000	1480	37	10
ENCFF053ABJ	K562	ZNF583	K562	2959575	15496	25000	9547	3299	86
ENCFF053PDX	K562	PHF20	K562	2959575	15496	25000	14111	3029	109
ENCFF053XYZ	K562	POLR2AphosphoS5	K562	2959575	15496	25000	30219	7395	260
ENCFF055HMB	HepG2	HNRNPH1	K562	2959575	15496	25000	2638	406	18
ENCFF057MJF	HepG2	U2AF1	K562	2959575	15496	25000	5990	1072	38
ENCFF057RJK	K562	RREB1	K562	2959575	15496	25000	8565	2450	78
ENCFF057SID	K562	NCOA2	K562	2959575	15496	25000	3259	1185	33
ENCFF058VGZ	K562	ZNF184	K562	2959575	15496	25000	12450	3478	99
ENCFF058ZHN	K562	MTA1	K562	2959575	15496	25000	16046	5896	143
ENCFF060IPX	HepG2	ZEB1	K562	2959575	15496	25000	14129	1551	116
ENCFF060MHX	HepG2	ZNF865	K562	2959575	15496	25000	21351	1307	162
ENCFF060REJ	HepG2	GATAD1	K562	2959575	15496	25000	25196	3635	212
ENCFF061ZIT	HepG2	NFYC	K562	2959575	15496	25000	15453	2110	134
ENCFF062KLW	MCF-7	RAD51	K562	2959575	15496	25000	6715	868	48
ENCFF062UNZ	HepG2	HSF2	K562	2959575	15496	25000	6223	779	51
ENCFF063NIH	K562	L3MBTL2	K562	2959575	15496	25000	50831	11621	436
ENCFF063VRD	K562	ZNF23	K562	2959575	15496	25000	2080	729	19
ENCFF065ASC	MCF-7	NBN	K562	2959575	15496	25000	1914	244	10
ENCFF065RZP	K562	ETV1	K562	2959575	15496	25000	22205	6481	163
ENCFF066CWG	K562	FOXK2	K562	2959575	15496	25000	23190	7132	195
ENCFF066OJB	K562	CBX5	K562	2959575	15496	25000	6993	1383	52
ENCFF067BCD	K562	NCOA4	K562	2959575	15496	25000	1912	648	14
ENCFF067FJF	K562	THRAP3	K562	2959575	15496	25000	4960	1403	32
ENCFF067KCK	K562	SKIL	K562	2959575	15496	25000	18832	6080	161
ENCFF068IGH	K562	MXI1	K562	2959575	15496	25000	9088	2661	79
ENCFF068MGV	K562	NKRF	K562	2959575	15496	25000	17223	3707	141
ENCFF069QZX	HepG2	SIX1	K562	2959575	15496	25000	14587	1461	119
ENCFF069YFV	HepG2	NFAT5	K562	2959575	15496	25000	9162	1253	80
ENCFF070JYN	MCF-7	MTA1	K562	2959575	15496	25000	6916	1044	55
ENCFF070QDA	HepG2	ZNF639	K562	2959575	15496	25000	11857	1867	95
ENCFF070XVL	HepG2	SOX5	K562	2959575	15496	25000	41029	3603	346
ENCFF071GJH	K562	RBM34	K562	2959575	15496	25000	1085	137	10
ENCFF072JDK	K562	ZNF507	K562	2959575	15496	25000	11288	201	111
ENCFF073UWB	HepG2	KLF9	K562	2959575	15496	25000	7789	1323	54
ENCFF074XQR	HepG2	ARNT	K562	2959575	15496	25000	636	29	7
ENCFF075BRS	K562	GTF2F1	K562	2959575	15496	25000	4869	1618	35
ENCFF075OIT	K562	ARNT	K562	2959575	15496	25000	4257	2277	45
ENCFF075TIU	MCF-7	TAF1	K562	2959575	15496	25000	8552	1490	72
ENCFF076ESL	HepG2	HIVEP1	K562	2959575	15496	25000	17685	2334	148
ENCFF076GSK	K562	MITF	K562	2959575	15496	25000	31436	3833	274
ENCFF076WTT	HepG2	TBX3	K562	2959575	15496	25000	13021	1353	115
ENCFF078ATH	HepG2	ZNF778	K562	2959575	15496	25000	4595	688	29
ENCFF079EGS	K562	ZBTB5	K562	2959575	15496	25000	3061	791	23
ENCFF079ERC	K562	CSDE1	K562	2959575	15496	25000	1257	366	13
ENCFF079KQG	HepG2	ZNF768	K562	2959575	15496	25000	32306	2661	233
ENCFF079MYL	A549	ZSCAN20	K562	2959575	15496	25000	3330	534	29
ENCFF079UOJ	HepG2	JUN	K562	2959575	15496	25000	18390	1129	152
ENCFF080KWE	K562	ZNF311	K562	2959575	15496	25000	7259	2571	66
ENCFF080TIX	HepG2	RBAK	K562	2959575	15496	25000	5557	585	49
ENCFF082DOH	K562	CBFA2T3	K562	2959575	15496	25000	49681	8521	401
ENCFF084BUP	K562	SMAD1	K562	2959575	15496	25000	8821	3354	60
ENCFF086TAD	K562	ATF4	K562	2959575	15496	25000	40125	4623	335
ENCFF086ZTC	HepG2	MAZ	K562	2959575	15496	25000	15118	2276	132
ENCFF088YXY	HepG2	RFX1	K562	2959575	15496	25000	5942	412	64
ENCFF089XCL	HepG2	RELA	K562	2959575	15496	25000	6509	996	54
ENCFF090CEP	MCF-7	E2F4	K562	2959575	15496	25000	1221	163	4
ENCFF091NQE	MCF-7	ELF1	K562	2959575	15496	25000	21058	2825	148
ENCFF091TCH	K562	RBM15	K562	2959575	15496	25000	285	72	1
ENCFF092DLN	K562	RBM14	K562	2959575	15496	25000	2991	520	31
ENCFF093AZT	HepG2	MTA3	K562	2959575	15496	25000	598	89	3
ENCFF096AYV	K562	ZNF518B	K562	2959575	15496	25000	722	220	11
ENCFF096EUR	HepG2	PPARGC1A	K562	2959575	15496	25000	88	11	3
ENCFF096JXF	MCF-7	E2F8	K562	2959575	15496	25000	1444	297	5
ENCFF099OSI	K562	HMG20B	K562	2959575	15496	25000	1158	388	12
ENCFF099RDJ	K562	PKNOX1	K562	2959575	15496	25000	48726	8267	402
ENCFF099SDO	HepG2	ZFX	K562	2959575	15496	25000	50692	5302	391
ENCFF101DBG	K562	TAL1	K562	2959575	15496	25000	26007	6219	222
ENCFF101SEZ	K562	SRF	K562	2959575	15496	25000	5318	1507	45
ENCFF102ZOU	HepG2	CHD2	K562	2959575	15496	25000	6944	1250	47
ENCFF102ZUM	HepG2	THRB	K562	2959575	15496	25000	16253	1662	128
ENCFF103YZQ	K562	GABPB2	K562	2959575	15496	25000	1432	423	18
ENCFF104XLA	HepG2	ZNF234	K562	2959575	15496	25000	5813	847	33
ENCFF105VCL	HepG2	SIN3B	K562	2959575	15496	25000	5722	1144	47
ENCFF106ECV	K562	ESRRB	K562	2959575	15496	25000	999	333	10
ENCFF107EWI	A549	REST	K562	2959575	15496	25000	19366	2458	144
ENCFF108LBD	HepG2	SMAD7	K562	2959575	15496	25000	30671	3790	242
ENCFF108PPK	HepG2	ZNF510	K562	2959575	15496	25000	10865	1662	82
ENCFF109ADF	A549	FOXF2	K562	2959575	15496	25000	9379	1036	74
ENCFF110GDP	K562	ZNF282	K562	2959575	15496	25000	9608	3477	78
ENCFF110HVI	K562	TRIM25	K562	2959575	15496	25000	4899	2308	43
ENCFF110MJW	HepG2	SIN3A	K562	2959575	15496	25000	21950	2924	168
ENCFF110OZO	A549	SP1	K562	2959575	15496	25000	43366	4943	321
ENCFF112JVK	MCF-7	FOXA1	K562	2959575	15496	25000	37406	1045	308
ENCFF113LBV	K562	KAT8	K562	2959575	15496	25000	1310	411	7
ENCFF114SGL	HepG2	TOPORS	K562	2959575	15496	25000	13290	1839	86
ENCFF115ENN	HepG2	ZNF576	K562	2959575	15496	25000	5507	761	37
ENCFF115KRO	MCF-7	E2F1	K562	2959575	15496	25000	34683	3939	274
ENCFF115WXJ	MCF-7	NONO	K562	2959575	15496	25000	2157	164	15
ENCFF117XRE	K562	ZMYM3	K562	2959575	15496	25000	40976	2454	354
ENCFF118GMS	K562	CREB3L1	K562	2959575	15496	25000	17206	5463	118
ENCFF119AHD	K562	MAFF	K562	2959575	15496	25000	27899	3667	241
ENCFF119UOZ	HepG2	ZNF232	K562	2959575	15496	25000	16491	2202	124
ENCFF120BVS	HepG2	ZNF221	K562	2959575	15496	25000	23489	3058	165
ENCFF122FTW	K562	STAT5B	K562	2959575	15496	25000	608	155	10
ENCFF123EUU	K562	IRF1	K562	2959575	15496	25000	14203	3975	99
ENCFF123FQW	HepG2	HNF4G	K562	2959575	15496	25000	24929	1684	200
ENCFF123IHX	K562	CAMTA2	K562	2959575	15496	25000	2397	698	17
ENCFF124FTW	K562	BCOR	K562	2959575	15496	25000	41127	6056	349
ENCFF124KCE	K562	ZBTB43	K562	2959575	15496	25000	5010	1306	33
ENCFF124UUN	HepG2	KLF12	K562	2959575	15496	25000	15088	2087	127
ENCFF125ABN	HepG2	NR2F1	K562	2959575	15496	25000	14098	1168	111
ENCFF125GZU	K562	SOX6	K562	2959575	15496	25000	33001	9396	285
ENCFF125JED	A549	FOXA1	K562	2959575	15496	25000	33937	2006	284
ENCFF127ZZG	HepG2	NFIB	K562	2959575	15496	25000	2456	232	18
ENCFF128AZO	HepG2	TEAD1	K562	2959575	15496	25000	35111	3282	295
ENCFF128YWS	K562	MLX	K562	2959575	15496	25000	3313	770	27
ENCFF129FEV	A549	MAFK	K562	2959575	15496	25000	61032	2188	535
ENCFF129SBX	HepG2	HCFC1	K562	2959575	15496	25000	6433	1387	46
ENCFF130JVF	K562	BRD4	K562	2959575	15496	25000	9338	3616	86
ENCFF130LVT	HepG2	NFE2L2	K562	2959575	15496	25000	10440	1086	85
ENCFF130OKL	HepG2	ZNF217	K562	2959575	15496	25000	31670	3060	243
ENCFF130WQT	K562	PHTF2	K562	2959575	15496	25000	1611	536	14
ENCFF130ZHU	HepG2	ZNF557	K562	2959575	15496	25000	8569	1317	65
ENCFF131TYZ	MCF-7	SRF	K562	2959575	15496	25000	10137	1563	89
ENCFF132AJP	HepG2	MLX	K562	2959575	15496	25000	15818	1917	119
ENCFF132DPY	K562	ZBTB40	K562	2959575	15496	25000	5054	430	39
ENCFF132RKR	HepG2	KAT2B	K562	2959575	15496	25000	2597	109	15
ENCFF133TSU	K562	ELF1	K562	2959575	15496	25000	20735	5760	169
ENCFF133VHU	HepG2	HDAC1	K562	2959575	15496	25000	19083	2215	154
ENCFF133ZSB	A549	FOSB	K562	2959575	15496	25000	6495	848	50
ENCFF134HBP	K562	U2AF2	K562	2959575	15496	25000	127	4	1
ENCFF135VAJ	HepG2	ZNF33B	K562	2959575	15496	25000	10726	1522	73
ENCFF137JHO	A549	ZFP36	K562	2959575	15496	25000	11348	451	75
ENCFF137OGC	K562	XRCC3	K562	2959575	15496	25000	1139	107	10
ENCFF137QEJ	HepG2	ZSCAN21	K562	2959575	15496	25000	20169	2467	167
ENCFF137ZTF	HepG2	POLR2AphosphoS5	K562	2959575	15496	25000	29431	3352	225
ENCFF139FEW	HepG2	ZFHX3	K562	2959575	15496	25000	10320	818	97
ENCFF139FMU	K562	HCFC1	K562	2959575	15496	25000	13060	3364	100
ENCFF139XIZ	HepG2	FUBP1	K562	2959575	15496	25000	4450	614	33
ENCFF140PUO	HepG2	MAX	K562	2959575	15496	25000	14531	2197	100
ENCFF141CBF	MCF-7	TSC22D1	K562	2959575	15496	25000	5854	354	53
ENCFF141FYD	HepG2	RFX5	K562	2959575	15496	25000	7334	1103	78
ENCFF141HPL	K562	ZFP30	K562	2959575	15496	25000	875	186	6
ENCFF141IMM	HepG2	IRF9	K562	2959575	15496	25000	18246	2451	138
ENCFF141UZG	HepG2	ZNF543	K562	2959575	15496	25000	17970	2341	139
ENCFF142CUN	HepG2	ZNF496	K562	2959575	15496	25000	178	31	0
ENCFF142EQZ	K562	STAT2	K562	2959575	15496	25000	2704	1566	20
ENCFF142MJD	K562	AFF4	K562	2959575	15496	25000	13558	3713	102
ENCFF142NAV	MCF-7	NFXL1	K562	2959575	15496	25000	1406	58	14
ENCFF142ZTD	K562	KLF10	K562	2959575	15496	25000	1071	333	11
ENCFF143MEF	K562	ILK	K562	2959575	15496	25000	1466	464	16
ENCFF143QCD	HepG2	ZNF749	K562	2959575	15496	25000	11694	1717	93
ENCFF144OPN	MCF-7	HES1	K562	2959575	15496	25000	4749	201	38
ENCFF144ZLB	K562	TSHZ1	K562	2959575	15496	25000	2650	966	24
ENCFF146GZZ	K562	ZBTB33	K562	2959575	15496	25000	3362	666	27
ENCFF147IAH	K562	MCM2	K562	2959575	15496	25000	222	60	0
ENCFF148RPN	HepG2	ZBTB24	K562	2959575	15496	25000	1528	204	4
ENCFF148YMC	K562	SMARCE1	K562	2959575	15496	25000	33975	10065	271
ENCFF149QHA	HepG2	ZBTB3	K562	2959575	15496	25000	9664	1346	78
ENCFF150NHK	HepG2	SMARCC2	K562	2959575	15496	25000	2470	240	15
ENCFF150PTQ	MCF-7	RFX1	K562	2959575	15496	25000	26431	1621	235
ENCFF154DSR	HepG2	ZSCAN5A	K562	2959575	15496	25000	12887	1731	101
ENCFF154IVU	K562	BHLHE40	K562	2959575	15496	25000	27825	6543	231
ENCFF154VTV	HepG2	GATA4	K562	2959575	15496	25000	13572	1744	109
ENCFF155CEQ	HepG2	RAD21	K562	2959575	15496	25000	41314	2658	365
ENCFF155LGO	A549	CEBPB	K562	2959575	15496	25000	17272	1098	149
ENCFF155NXO	HepG2	ZNF704	K562	2959575	15496	25000	11067	1660	82
ENCFF156EZP	K562	ZNF655	K562	2959575	15496	25000	802	222	8
ENCFF156GHD	K562	CC2D1A	K562	2959575	15496	25000	22681	6093	187
ENCFF156UNQ	HepG2	HMG20A	K562	2959575	15496	25000	25843	2014	224
ENCFF158BJH	HepG2	GATAD2A	K562	2959575	15496	25000	55148	4890	448
ENCFF158YBV	MCF-7	GABPA	K562	2959575	15496	25000	4110	669	33
ENCFF159END	K562	ZNF717	K562	2959575	15496	25000	1552	479	17
ENCFF160KBR	MCF-7	RCOR1	K562	2959575	15496	25000	8286	829	66
ENCFF160TJG	MCF-7	ZBTB40	K562	2959575	15496	25000	14167	1297	139
ENCFF161TZL	HepG2	JARID2	K562	2959575	15496	25000	5179	893	44
ENCFF162UZN	HepG2	ADNP	K562	2959575	15496	25000	7736	727	58
ENCFF162YBD	HepG2	PROX1	K562	2959575	15496	25000	31404	2380	251
ENCFF163LGN	HepG2	FOXP4	K562	2959575	15496	25000	35681	3402	288
ENCFF164JZB	HepG2	RFX3	K562	2959575	15496	25000	5769	665	59
ENCFF165EYN	HepG2	HBP1	K562	2959575	15496	25000	15244	2185	127
ENCFF165IYE	HepG2	PAWR	K562	2959575	15496	25000	3905	586	25
ENCFF165JQS	K562	ZNF778	K562	2959575	15496	25000	288	47	2
ENCFF165MOD	HepG2	ARID2	K562	2959575	15496	25000	13698	1749	102
ENCFF166QJY	HepG2	NFYA	K562	2959575	15496	25000	17619	2529	144
ENCFF167CQF	K562	EP400	K562	2959575	15496	25000	34356	10589	326
ENCFF169AWH	K562	ZNF134	K562	2959575	15496	25000	6646	1760	49
ENCFF169BSN	A549	HDAC2	K562	2959575	15496	25000	4049	374	24
ENCFF169MAE	K562	NFIC	K562	2959575	15496	25000	51838	7891	420
ENCFF169QCM	A549	ELF1	K562	2959575	15496	25000	11625	2269	74
ENCFF169QYL	K562	ZNF165	K562	2959575	15496	25000	3471	1133	30
ENCFF170GIQ	HepG2	ZNF652	K562	2959575	15496	25000	16066	1376	135
ENCFF171NEU	K562	SP1	K562	2959575	15496	25000	7890	2751	64
ENCFF171VVS	HepG2	GTF2F1	K562	2959575	15496	25000	5982	1245	54
ENCFF172LIW	HepG2	ATF7-NPFF	K562	2959575	15496	25000	17541	2297	135
ENCFF173QUY	K562	E2F5	K562	2959575	15496	25000	5214	1332	41
ENCFF174JHS	HepG2	PATZ1	K562	2959575	15496	25000	44192	4336	370
ENCFF175FFY	HepG2	POGZ	K562	2959575	15496	25000	34541	3546	278
ENCFF176MDV	K562	SAFB2	K562	2959575	15496	25000	63	6	1
ENCFF179LFO	HepG2	SNAI1	K562	2959575	15496	25000	10856	1507	86
ENCFF179WDI	A549	RFX5	K562	2959575	15496	25000	6460	1137	68
ENCFF180KAV	K562	HEY1	K562	2959575	15496	25000	2703	1153	15
ENCFF180WMP	HepG2	ZBTB37	K562	2959575	15496	25000	8181	911	62
ENCFF180XUM	K562	ZNF3	K562	2959575	15496	25000	2432	595	14
ENCFF180XXZ	MCF-7	MTA2	K562	2959575	15496	25000	1205	55	11
ENCFF182FNR	HepG2	SAP130	K562	2959575	15496	25000	69977	6650	569
ENCFF184PHK	MCF-7	CUX1	K562	2959575	15496	25000	13440	767	116
ENCFF185KMK	K562	HMGXB4	K562	2959575	15496	25000	8859	2024	80
ENCFF185UUT	MCF-7	ESR1	K562	2959575	15496	25000	22011	1420	192
ENCFF186RPU	HepG2	ZNF225	K562	2959575	15496	25000	12374	1530	92
ENCFF187BVL	K562	STAT5A	K562	2959575	15496	25000	13172	5044	123
ENCFF187WJM	HepG2	ATM	K562	2959575	15496	25000	1266	47	7
ENCFF188PLS	K562	MECOM	K562	2959575	15496	25000	9833	3633	85
ENCFF189OHQ	K562	EHMT2	K562	2959575	15496	25000	17353	4518	141
ENCFF189PKJ	HepG2	ZNF883	K562	2959575	15496	25000	16485	2095	138
ENCFF189UXQ	HepG2	TOE1	K562	2959575	15496	25000	3345	205	23
ENCFF190LEQ	HepG2	GZF1	K562	2959575	15496	25000	9799	1299	78
ENCFF191NVV	HepG2	ETS1	K562	2959575	15496	25000	9317	1264	68
ENCFF192ASP	K562	ATF2	K562	2959575	15496	25000	41800	3671	372
ENCFF192BPQ	MCF-7	ZBTB1	K562	2959575	15496	25000	1022	30	9
ENCFF192MEM	K562	ZNF175	K562	2959575	15496	25000	19009	6302	168
ENCFF193BGB	K562	ZNF397	K562	2959575	15496	25000	2934	1030	32
ENCFF195YGC	K562	AFF1	K562	2959575	15496	25000	18822	6044	161
ENCFF195YPT	HepG2	ZBED5	K562	2959575	15496	25000	4820	688	30
ENCFF197CVM	MCF-7	ZNF217	K562	2959575	15496	25000	27435	3224	202
ENCFF197SXI	K562	FOXA3	K562	2959575	15496	25000	12390	3042	117
ENCFF197YSM	HepG2	KAT8	K562	2959575	15496	25000	36000	4579	274
ENCFF198GZQ	HepG2	TBP	K562	2959575	15496	25000	18270	2840	158
ENCFF198NGY	K562	ELK3	K562	2959575	15496	25000	1479	550	20
ENCFF198OOM	HepG2	SPEN	K562	2959575	15496	25000	27155	3476	201
ENCFF199CQK	K562	TAF7	K562	2959575	15496	25000	10551	3294	100
ENCFF199GFU	K562	NR2C1	K562	2959575	15496	25000	23344	6346	220
ENCFF199NUD	HepG2	KAT7	K562	2959575	15496	25000	18719	2429	123
ENCFF200SDQ	HepG2	REST	K562	2959575	15496	25000	2469	32	19
ENCFF201DBE	A549	RARB	K562	2959575	15496	25000	5378	813	35
ENCFF202WIO	HepG2	PHF8	K562	2959575	15496	25000	5645	1004	35
ENCFF206BGR	K562	ATF1	K562	2959575	15496	25000	16938	5021	159
ENCFF206KPV	HepG2	SMAD3	K562	2959575	15496	25000	20776	2804	177
ENCFF206LMB	K562	THAP12	K562	2959575	15496	25000	10143	2226	96
ENCFF207MLR	K562	ZNF408	K562	2959575	15496	25000	666	68	4
ENCFF207XCM	K562	ZNF140	K562	2959575	15496	25000	1145	291	10
ENCFF208OME	K562	ZNF700	K562	2959575	15496	25000	2282	783	18
ENCFF209DVO	K562	ZBTB2	K562	2959575	15496	25000	16476	5690	157
ENCFF209MHH	HepG2	CERS6	K562	2959575	15496	25000	2540	362	20
ENCFF209WPT	K562	TEAD2	K562	2959575	15496	25000	4595	1677	40
ENCFF209ZVL	A549	HES2	K562	2959575	15496	25000	4250	323	41
ENCFF211TTD	K562	NONO	K562	2959575	15496	25000	5910	849	42
ENCFF214ICQ	MCF-7	ESRRA	K562	2959575	15496	25000	8670	741	65
ENCFF214SNH	K562	TEAD1	K562	2959575	15496	25000	18171	4709	160
ENCFF215FJJ	HepG2	ZNF841	K562	2959575	15496	25000	4254	565	37
ENCFF215JWS	K562	PHF21A	K562	2959575	15496	25000	7067	2150	58
ENCFF215KQQ	A549	POLR2AphosphoS2	K562	2959575	15496	25000	5884	251	54
ENCFF215UIS	HepG2	ZNF660	K562	2959575	15496	25000	1467	258	12
ENCFF216ISR	HepG2	NR1H2	K562	2959575	15496	25000	4744	640	32
ENCFF216JWP	HepG2	ZNF710	K562	2959575	15496	25000	23351	2616	187
ENCFF216KLB	HepG2	ZFP91	K562	2959575	15496	25000	42389	4897	344
ENCFF216VXG	HepG2	ZNF580	K562	2959575	15496	25000	22488	3161	170
ENCFF217LXF	K562	SMARCB1	K562	2959575	15496	25000	2394	1139	18
ENCFF217MBF	K562	SRSF7	K562	2959575	15496	25000	256	29	1
ENCFF217STG	HepG2	EEA1	K562	2959575	15496	25000	9304	1184	66
ENCFF217XUD	HepG2	GABPB1	K562	2959575	15496	25000	42527	4757	336
ENCFF219NIA	K562	ZNF740	K562	2959575	15496	25000	8097	1628	63
ENCFF220RUS	MCF-7	SIN3A	K562	2959575	15496	25000	30627	3534	229
ENCFF221TRR	K562	E2F4	K562	2959575	15496	25000	5282	1210	40
ENCFF222FLQ	HepG2	SSRP1	K562	2959575	15496	25000	11983	1338	89
ENCFF222VDW	MCF-7	FOXK2	K562	2959575	15496	25000	1075	126	9
ENCFF223BRJ	MCF-7	ZNF579	K562	2959575	15496	25000	11964	1410	81
ENCFF224RFJ	HepG2	ZFP62	K562	2959575	15496	25000	1445	257	15
ENCFF225FXI	MCF-7	KLF9	K562	2959575	15496	25000	19416	1634	165
ENCFF227RXB	HepG2	TRIM24	K562	2959575	15496	25000	4205	324	28
ENCFF228CDD	A549	TCF12	K562	2959575	15496	25000	31794	3678	243
ENCFF229WDE	HepG2	ZMYM4	K562	2959575	15496	25000	43713	4359	334
ENCFF230DZT	K562	ZC3H8	K562	2959575	15496	25000	1950	748	14
ENCFF230KZH	HepG2	ZNF775	K562	2959575	15496	25000	5690	814	55
ENCFF230OBH	HepG2	ASH2L	K562	2959575	15496	25000	41137	4532	301
ENCFF230YBC	HepG2	ZNF3	K562	2959575	15496	25000	7731	857	55
ENCFF233BHX	HepG2	NRL	K562	2959575	15496	25000	19719	2346	162
ENCFF233OIC	HepG2	ZNF512	K562	2959575	15496	25000	6210	663	50
ENCFF233ZOX	HepG2	ZNF292	K562	2959575	15496	25000	26162	2295	211
ENCFF236CPT	HepG2	ZNF367	K562	2959575	15496	25000	4600	742	33
ENCFF237AST	HepG2	ZNF33A	K562	2959575	15496	25000	5716	878	43
ENCFF238QAG	MCF-7	TRIM22	K562	2959575	15496	25000	27098	2296	215
ENCFF238XIA	K562	TGIF2	K562	2959575	15496	25000	4295	655	44
ENCFF239GSE	HepG2	SMARCE1	K562	2959575	15496	25000	779	43	5
ENCFF239IMY	HepG2	MYC	K562	2959575	15496	25000	32244	3920	242
ENCFF239LRW	HepG2	SUZ12	K562	2959575	15496	25000	2197	425	15
ENCFF240ZHW	MCF-7	CEBPB	K562	2959575	15496	25000	37751	1836	311
ENCFF241YGM	HepG2	MATR3	K562	2959575	15496	25000	557	45	2
ENCFF242AOL	K562	ZEB2	K562	2959575	15496	25000	25673	7311	222
ENCFF243JXS	HepG2	SMAD1	K562	2959575	15496	25000	11326	1670	82
ENCFF245JPK	K562	OTX1	K562	2959575	15496	25000	10703	2916	87
ENCFF245TLY	HepG2	FLYWCH1	K562	2959575	15496	25000	4022	594	38
ENCFF245XOL	HepG2	E2F4	K562	2959575	15496	25000	21956	3067	164
ENCFF247VVK	MCF-7	YBX1	K562	2959575	15496	25000	3384	55	33
ENCFF249NCB	HepG2	PREB	K562	2959575	15496	25000	2452	352	20
ENCFF249WHV	HepG2	ZNF571	K562	2959575	15496	25000	5794	950	58
ENCFF250DNU	HepG2	CEBPZ	K562	2959575	15496	25000	489	80	5
ENCFF251TUO	HepG2	FOXA3	K562	2959575	15496	25000	47949	4017	392
ENCFF252CVY	HepG2	PAF1	K562	2959575	15496	25000	6873	396	60
ENCFF253UAF	K562	ZNF280B	K562	2959575	15496	25000	1779	228	16
ENCFF254ZSQ	HepG2	CSRNP2	K562	2959575	15496	25000	2064	289	16
ENCFF255HEF	K562	ZNF407	K562	2959575	15496	25000	4524	1018	35
ENCFF255QEY	HepG2	ZNF616	K562	2959575	15496	25000	8994	1264	61
ENCFF257BGF	HepG2	KLF16	K562	2959575	15496	25000	30651	3926	226
ENCFF257CCO	HepG2	NFYB	K562	2959575	15496	25000	15456	2003	114
ENCFF257JVF	HepG2	MNT	K562	2959575	15496	25000	33339	1805	270
ENCFF257NOX	K562	SIN3B	K562	2959575	15496	25000	8987	1675	68
